emotion,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43
surprise,0.6112204194068909,0.7209787964820862,0.1837487071752548,0.492073655128479,0.1497974097728729,0.0,0.2684916853904724,0.2764099240303039,0.0,0.2080152928829193,0.4433153867721557,0.75751793384552,0.4836596250534057,1.0,0.5546013116836548,0.6101481914520264,0.1401407420635223,0.2531620860099792,0.2463700920343399,0.2788075804710388
surprise,0.3776525855064392,0.1349493563175201,0.4448777139186859,0.2591806352138519,0.1384434998035431,0.0,0.2669358253479004,0.0791314467787742,0.0,0.1118656322360038,0.5323308706283569,0.5782032608985901,0.664121150970459,0.0,0.4446049034595489,0.7380372285842896,0.0312349423766136,0.0742805376648902,0.5190092325210571,0.7219785451889038
surprise,0.8879805207252502,0.7588896155357361,0.2011686712503433,0.4426382780075073,0.4958339631557464,0.0,0.2934528887271881,0.9901036024093628,1.0,0.6170094609260559,0.3857578933238983,0.1282854676246643,0.2667895853519439,1.0,0.2986213862895965,0.0194842908531427,0.9998432397842408,0.9370831251144408,0.1300141364336013,0.2042780965566635
surprise,0.6112204194068909,0.7209787964820862,0.1837487071752548,0.492073655128479,0.1497974097728729,0.0,0.2684916853904724,0.2764099240303039,0.0,0.2080152928829193,0.4433153867721557,0.75751793384552,0.4836596250534057,1.0,0.5546013116836548,0.6101481914520264,0.1401407420635223,0.2531620860099792,0.2463700920343399,0.2788075804710388
surprise,0.7960846424102783,0.7807081937789917,0.3334231078624725,0.5129740238189697,0.125170961022377,0.0,0.2765613794326782,0.0909774824976921,1.0,0.2062913626432418,0.3009750545024872,0.2703833878040313,0.5269007086753845,0.0,0.7484621405601501,0.7333203554153442,0.2825621664524078,0.4781277477741241,0.5285583734512329,0.7598162889480591
surprise,0.5447726249694824,0.4991849958896637,0.1987520158290863,0.4767784476280212,0.143502339720726,1.0,0.1491549462080001,0.5913286209106445,0.0,0.4659974873065948,0.4348034858703613,0.107143223285675,0.3599596619606018,0.0,0.5353329181671143,0.1804385781288147,0.9639945030212402,0.2293418943881988,0.0598587431013584,0.0854560881853103
surprise,0.4411148428916931,0.4349899590015411,0.5476824045181274,0.69786536693573,0.1109400540590286,1.0,0.21600241959095,0.0230611823499202,0.0,0.1584412306547165,0.3273135125637054,0.4946047365665436,0.3530638515949249,1.0,0.5076597929000854,0.027057260274887,0.9185386300086976,0.5428003072738647,0.0365486145019531,0.2175989896059036
surprise,0.573276937007904,0.6333183646202087,0.2138300985097885,0.7058574557304382,0.0477035827934742,0.0,0.1538400053977966,0.0068326857872307,0.0,0.0232460387051105,0.3239211440086365,0.3513619601726532,0.4148780405521393,0.0,0.6235083937644958,0.5212127566337585,0.1151207163929939,0.1740452051162719,0.5170631408691406,0.1374280303716659
surprise,0.471885472536087,0.3563950955867767,0.4507049918174743,0.7268722653388977,0.068237617611885,0.0,0.2591773569583893,0.1169577538967132,1.0,0.0508441738784313,0.2476877123117447,0.2030983120203018,0.3139117956161499,1.0,0.6085920929908752,0.0411673113703727,0.9228751063346864,0.3883913159370422,0.1477867811918258,0.0339671708643436
surprise,0.4991922974586487,0.395031213760376,0.4427300095558166,0.3801490068435669,0.0824596956372261,0.0,0.1425723284482956,0.039527915418148,0.0,0.0424280352890491,0.5315645337104797,0.3488820195198059,0.4947143495082855,0.0,0.7370069622993469,0.4350877702236175,0.6535384654998779,0.2525456845760345,0.1958497613668441,0.064233973622322
surprise,0.4906888306140899,0.1843272745609283,0.3850035369396209,0.672250509262085,0.0503641478717327,0.0,0.1051874458789825,0.231067419052124,0.0,0.0294997990131378,0.2892697751522064,0.5267421007156372,0.3636793792247772,0.0,0.5030394196510315,0.384223073720932,0.1882324665784835,0.1444049477577209,0.7664231061935425,0.0581555776298046
surprise,0.3803795576095581,0.2914448380470276,0.3050176501274109,0.7243923544883728,0.0672196000814437,0.0,0.1188739836215972,0.003994736354798,1.0,0.0634821504354476,0.3962709009647369,0.2511892914772033,0.5095987319946289,0.0,0.8179441690444946,0.1729696542024612,0.8866936564445496,0.2206671088933944,0.4148557484149933,0.0774105712771415
surprise,0.6112204194068909,0.7209787964820862,0.1837487071752548,0.492073655128479,0.1497974097728729,0.0,0.2684916853904724,0.2764099240303039,0.0,0.2080152928829193,0.4433153867721557,0.75751793384552,0.4836596250534057,1.0,0.5546013116836548,0.6101481914520264,0.1401407420635223,0.2531620860099792,0.2463700920343399,0.2788075804710388
surprise,0.6403168439865112,0.1816277205944061,0.8491036295890808,0.2969137132167816,0.3927572965621948,1.0,0.7710904479026794,0.0642980635166168,1.0,0.1611829996109008,0.4304471909999847,0.5282904505729675,0.2719895839691162,1.0,0.4726031124591827,0.0344762243330478,0.9982929825782776,0.2977008521556854,0.1266709566116333,0.9317389726638794
surprise,0.398150235414505,0.1694094091653823,0.4926066100597381,0.6209532618522644,0.0788012668490409,0.0,0.1442261040210724,0.2467992007732391,0.0,0.0465126745402812,0.240273579955101,0.55009526014328,0.3060425221920013,1.0,0.6914134621620178,0.034972533583641,0.9928903579711914,0.5765302181243896,0.2103365808725357,0.0765025243163108
surprise,0.6279991269111633,0.5795845985412598,0.2397947162389755,0.7178328037261963,0.1175288334488868,0.0,0.1529601663351059,0.1931166797876358,1.0,0.0356510914862155,0.4779726862907409,0.5553213357925415,0.3711543679237366,1.0,0.534895122051239,0.1369958221912384,0.9953169822692872,0.7008464932441711,0.4226874113082886,0.1807415038347244
surprise,0.6112204194068909,0.7209787964820862,0.1837487071752548,0.492073655128479,0.1497974097728729,0.0,0.2684916853904724,0.2764099240303039,0.0,0.2080152928829193,0.4433153867721557,0.75751793384552,0.4836596250534057,1.0,0.5546013116836548,0.6101481914520264,0.1401407420635223,0.2531620860099792,0.2463700920343399,0.2788075804710388
surprise,0.3055436611175537,0.4388937652111053,0.1216043159365654,0.3474710285663605,0.6813672780990601,1.0,0.2691692411899566,0.901225447654724,0.0,0.5245502591133118,0.4546497464179992,0.1455971598625183,0.4067751765251159,1.0,0.4484630823135376,0.056760087609291,0.9860586524009703,0.4244911074638366,0.0309799462556839,0.2426920533180236
surprise,0.6097065210342407,0.7937231063842773,0.2315074652433395,0.7268164753913879,0.0373488143086433,0.0,0.1489116549491882,0.0056493715383112,1.0,0.0263737495988607,0.1811304837465286,0.2052343934774398,0.363946795463562,0.0,0.5634869337081909,0.3750990033149719,0.0746895894408226,0.1392220258712768,0.2152586728334427,0.0857702568173408
surprise,0.4954716861248016,0.5169647336006165,0.4038224220275879,0.7400450706481934,0.0754765123128891,0.0,0.0991104021668434,0.0030470644123852,0.0,0.1478697806596756,0.2438291907310485,0.2121117711067199,0.5173904895782471,1.0,0.4794521629810333,0.0846882686018943,0.9884374737739564,0.3531512320041656,0.3338458836078644,0.0285876188427209
surprise,0.7489891648292542,0.5539106130599976,0.259948581457138,0.7245426177978516,0.0453162603080272,0.0,0.1407926678657531,0.0005032346234656,0.0,0.0174292586743831,0.1661119908094406,0.2859155237674713,0.3869955539703369,0.0,0.5694180727005005,0.4131723344326019,0.8726794123649597,0.5778844952583313,0.4084059596061706,0.1963934749364853
surprise,0.3948405981063843,0.3169607818126678,0.4949057996273041,0.4743301272392273,0.0663337558507919,0.0,0.1683889478445053,0.0012241807999089,1.0,0.0290460623800754,0.2918094992637634,0.1714656203985214,0.5641477704048157,0.0,0.681286633014679,0.4795327186584472,0.9640311598777772,0.3127933740615845,0.2503083348274231,0.0536308549344539
surprise,0.6749328970909119,0.4081599712371826,0.453878104686737,0.3221886754035949,0.1525536477565765,0.0,0.4100132882595062,0.1483279168605804,1.0,0.2254257947206497,0.3946154415607452,0.3254877924919128,0.3259434103965759,1.0,0.6670411229133606,0.0473788492381572,0.9997753500938416,0.71467125415802,0.0522791519761085,0.6697729229927063
surprise,0.6013864874839783,0.596348762512207,0.4014424979686737,0.7176525592803955,0.1184305474162101,0.0,0.1286401450634002,0.4273048043251037,1.0,0.1398577988147735,0.4199976623058319,0.6044400930404663,0.3090400993824005,1.0,0.4829967319965362,0.0224664285778999,0.9945487380027772,0.6270303726196289,0.0882026031613349,0.0850153267383575
surprise,0.3611003458499908,0.5045884847640991,0.2231364548206329,0.4490142464637756,0.2312758117914199,1.0,0.3815709352493286,0.057387676090002,1.0,0.5313988924026489,0.636267900466919,0.074757307767868,0.5007899403572083,1.0,0.7794206738471985,0.7172291874885559,0.9930726885795592,0.2147301733493805,0.224978893995285,0.1325428038835525
surprise,0.3742197751998901,0.435763955116272,0.1864437162876129,0.4112955927848816,0.2854863107204437,0.0,0.2699930071830749,0.0284369960427284,1.0,0.6081690192222595,0.5624049305915833,0.3161241412162781,0.6014931201934814,0.0,0.4891280829906463,0.6938329339027405,0.0833277180790901,0.1094738021492958,0.2471859157085418,0.0967728123068809
surprise,0.5524101257324219,0.6594467163085938,0.1501980572938919,0.6741871237754822,0.1249053329229354,0.0,0.1273233294486999,0.2237477153539657,0.0,0.1858741492033004,0.1199038028717041,0.4069843292236328,0.3976000845432281,1.0,0.7491705417633057,0.0137617876753211,0.9939934611320496,0.6941715478897095,0.0639687702059745,0.0872479379177093
surprise,0.4375221133232116,0.3454519212245941,0.1900401413440704,0.7024474740028381,0.084265299141407,0.0,0.1195358335971832,0.0168992914259433,0.0,0.0743294134736061,0.3850853443145752,0.1822048276662826,0.5599886178970337,0.0,0.4658349752426147,0.579126238822937,0.3454087674617767,0.0946865081787109,0.1522829979658126,0.0841888561844825
surprise,0.5897676944732666,0.7165578603744507,0.1869811862707138,0.4627307653427124,0.1493736803531646,0.0,0.3403601050376892,0.0099613256752491,0.0,0.1288267225027084,0.2427237927913665,0.3629859685897827,0.2795408070087433,1.0,0.2441688328981399,0.0478052906692028,0.9990524649620056,0.5183628797531128,0.0534363761544227,0.4296062290668487
surprise,0.7479535341262817,0.5488499402999878,0.2603329420089721,0.6584545969963074,0.03937628865242,0.0,0.1361725479364395,0.0155575033277273,1.0,0.0234121531248092,0.0940089002251625,0.5792887210845947,0.4811717569828033,0.0,0.4879013001918793,0.3119275271892547,0.7536069750785828,0.6203400492668152,0.2080604881048202,0.0895494148135185
surprise,0.6833401322364807,0.5590183138847351,0.253652960062027,0.5061752200126648,0.1427624672651291,0.0,0.1579258292913437,0.0432709865272045,1.0,0.1142604872584343,0.2257697284221649,0.1621473729610443,0.2858137190341949,1.0,0.2591478228569031,0.0386212430894374,0.9964849948883056,0.6415647268295288,0.0889961570501327,0.3709909617900848
surprise,0.6112204194068909,0.7209787964820862,0.1837487071752548,0.492073655128479,0.1497974097728729,0.0,0.2684916853904724,0.2764099240303039,0.0,0.2080152928829193,0.4433153867721557,0.75751793384552,0.4836596250534057,1.0,0.5546013116836548,0.6101481914520264,0.1401407420635223,0.2531620860099792,0.2463700920343399,0.2788075804710388
surprise,0.5570281147956848,0.5647813677787781,0.2232371121644973,0.713922381401062,0.061474647372961,0.0,0.1472246944904327,0.1843768507242202,0.0,0.0471178963780403,0.2767547965049743,0.4436367750167846,0.4402044415473938,0.0,0.573260486125946,0.1829687356948852,0.5524035692214966,0.437788724899292,0.1822986751794815,0.1810784935951233
surprise,0.5766441822052002,0.3803238272666931,0.297964483499527,0.723814845085144,0.0476486794650554,0.0,0.1727848052978515,0.0032372493296861,0.0,0.0379442833364009,0.1436665207147598,0.3077701926231384,0.3536016345024109,0.0,0.4622689485549927,0.1730735152959823,0.7998340129852295,0.2327437549829483,0.2693882584571838,0.121253415942192
surprise,0.7596859335899353,0.6958989500999451,0.4388904571533203,0.3751127123832702,0.0896091684699058,0.0,0.1448894888162613,0.0363602712750434,0.0,0.0890135541558265,0.1461545675992965,0.4363581240177154,0.3265225887298584,0.0,0.6219686269760132,0.1022921428084373,0.7729375958442688,0.2805790305137634,0.1685648411512375,0.1313373297452926
surprise,0.5160367488861084,0.2337550669908523,0.283917099237442,0.2376590073108673,0.2226714789867401,0.0,0.4373880624771118,0.5439319610595703,1.0,0.2105168104171753,0.5180553197860718,0.3743470907211303,0.2777714133262634,1.0,0.7418259382247925,0.0412039645016193,0.9939223527908324,0.6936376094818115,0.0949691459536552,0.3137164413928985
surprise,0.6112204194068909,0.7209787964820862,0.1837487071752548,0.492073655128479,0.1497974097728729,0.0,0.2684916853904724,0.2764099240303039,0.0,0.2080152928829193,0.4433153867721557,0.75751793384552,0.4836596250534057,1.0,0.5546013116836548,0.6101481914520264,0.1401407420635223,0.2531620860099792,0.2463700920343399,0.2788075804710388
surprise,0.6112204194068909,0.7209787964820862,0.1837487071752548,0.492073655128479,0.1497974097728729,0.0,0.2684916853904724,0.2764099240303039,0.0,0.2080152928829193,0.4433153867721557,0.75751793384552,0.4836596250534057,1.0,0.5546013116836548,0.6101481914520264,0.1401407420635223,0.2531620860099792,0.2463700920343399,0.2788075804710388
surprise,0.3403166234493255,0.2238048762083053,0.3519625067710876,0.4182721972465515,0.1300189793109893,0.0,0.2712790071964264,0.1404845565557479,1.0,0.1385192573070526,0.1768210977315902,0.3902165293693542,0.5007234215736389,0.0,0.4033262431621551,0.3116671442985534,0.0705533251166343,0.0756579041481018,0.1953586935997009,0.0475140884518623
surprise,0.7637265920639038,0.7821204662322998,0.2729775905609131,0.4360000491142273,0.2073251605033874,0.0,0.2369572222232818,0.159724086523056,0.0,0.36757293343544,0.3506870567798614,0.268267273902893,0.4114994406700134,1.0,0.5768176317214966,0.0600209459662437,0.999157190322876,0.7375903129577637,0.4109818935394287,0.497593492269516
surprise,0.6112204194068909,0.7209787964820862,0.1837487071752548,0.492073655128479,0.1497974097728729,0.0,0.2684916853904724,0.2764099240303039,0.0,0.2080152928829193,0.4433153867721557,0.75751793384552,0.4836596250534057,1.0,0.5546013116836548,0.6101481914520264,0.1401407420635223,0.2531620860099792,0.2463700920343399,0.2788075804710388
surprise,0.5396246910095215,0.6790143847465515,0.2667168378829956,0.6865940690040588,0.0477540083229541,0.0,0.1767362505197525,0.0604658760130405,0.0,0.0516019612550735,0.3100726008415222,0.4301654398441314,0.4134383499622345,1.0,0.3600571155548095,0.1520764529705047,0.2599020600318908,0.2478333562612533,0.1990889459848404,0.1728092283010482
surprise,0.666813850402832,0.6462875604629517,0.4130112528800964,0.7360168695449829,0.0780420452356338,0.0,0.1855334341526031,0.0329998210072517,0.0,0.037792257964611,0.2047697603702545,0.4040000140666961,0.3733792006969452,1.0,0.5403998494148254,0.0454166419804096,0.978609561920166,0.7780234217643738,0.0809982046484947,0.1220175474882125
surprise,0.589934766292572,0.5346181988716125,0.1601565182209015,0.4772247076034546,0.106957159936428,0.0,0.1955883502960205,0.1330011785030365,0.0,0.0901699662208557,0.5168094038963318,0.313431441783905,0.4399648010730743,0.0,0.6224521994590759,0.3641238212585449,0.0332648679614067,0.172076940536499,0.4551413357257843,0.0938127189874649
surprise,0.6481956243515015,0.4858676493167877,0.1554004251956939,0.4337617456912994,0.1688621789216995,0.0,0.1772753447294235,0.1059522852301597,0.0,0.0996939167380333,0.2237381488084793,0.4718552529811859,0.322277307510376,1.0,0.739992082118988,0.0279734339565038,0.9998828172683716,0.8071803450584412,0.2244408130645752,0.2196843922138214
surprise,0.5836367011070251,0.5593887567520142,0.1373103857040405,0.724391520023346,0.0592144839465618,0.0,0.1595055758953094,0.0004936609766446,1.0,0.0896580219268798,0.2457918971776962,0.5599192976951599,0.6438108682632446,0.0,0.5721904635429382,0.4109738767147064,0.6783978343009949,0.2032301276922226,0.295953631401062,0.0582148283720016
surprise,0.5151183605194092,0.3486101031303406,0.1612863689661026,0.7055317163467407,0.0625289380550384,0.0,0.1979533582925796,0.0221254862844944,1.0,0.0890810638666153,0.2038208246231079,0.6224167346954346,0.524487316608429,0.0,0.4659274518489837,0.454127550125122,0.8610252141952515,0.3398074209690094,0.4024777114391327,0.0779367163777351
surprise,0.5832725167274475,0.7454798221588135,0.2699336409568786,0.4275108575820923,0.0826892778277397,0.0,0.1904680281877517,0.2333234250545501,0.0,0.1865863353013992,0.3299830853939056,0.4251839816570282,0.4419164359569549,0.0,0.3955492675304413,0.5065059065818787,0.136757418513298,0.127549335360527,0.2285933494567871,0.1310400515794754
surprise,0.3840602338314056,0.2703235745429992,0.2093477249145507,0.7326382398605347,0.0487073622643947,0.0,0.0909641161561012,0.0174226220697164,1.0,0.028828514739871,0.2900790274143219,0.3635595738887787,0.5332664251327515,0.0,0.5628087520599365,0.1252270936965942,0.945963442325592,0.2287902235984802,0.6944466233253479,0.1011222526431083
surprise,0.6112204194068909,0.7209787964820862,0.1837487071752548,0.492073655128479,0.1497974097728729,0.0,0.2684916853904724,0.2764099240303039,0.0,0.2080152928829193,0.4433153867721557,0.75751793384552,0.4836596250534057,1.0,0.5546013116836548,0.6101481914520264,0.1401407420635223,0.2531620860099792,0.2463700920343399,0.2788075804710388
surprise,0.4422163069248199,0.4421316385269165,0.1468393057584762,0.4122709929943084,0.1424719393253326,0.0,0.1923044472932815,0.4554533064365387,1.0,0.5023269057273865,0.2569579780101776,0.3241446018218994,0.2718684673309326,1.0,0.2752242982387543,0.0902905836701393,0.98082435131073,0.2327950149774551,0.1910495907068252,0.2108282297849655
surprise,0.7100532054901123,0.6759178042411804,0.2567001581192016,0.7253808379173279,0.5795411467552185,1.0,0.2212734818458557,0.4591425061225891,1.0,0.766322672367096,0.412571370601654,0.2375430911779403,0.2422229200601577,1.0,0.5071678161621094,0.0658421590924263,0.999658703804016,0.7539823055267334,0.0188471097499132,0.2210338562726974
surprise,0.5242673754692078,0.4794653058052063,0.149378165602684,0.6157854199409485,0.0824527889490127,0.0,0.1266183853149414,0.000327963323798,0.0,0.0628808736801147,0.4964962601661682,0.2190034836530685,0.3316981494426727,0.0,0.5947593450546265,0.6316171288490295,0.0035879572387784,0.1123536899685859,0.2146680653095245,0.0636486783623695
surprise,0.5974990129470825,0.4821001887321472,0.4910755753517151,0.4803018271923065,0.098769873380661,0.0,0.2180447429418563,0.0228537674993276,1.0,0.0745150223374366,0.3368123769760132,0.4844151139259338,0.3951699733734131,1.0,0.6128374338150024,0.2343192398548126,0.9434914588928224,0.670824408531189,0.3336261212825775,0.2005146592855453
surprise,0.4986155331134796,0.3341213464736938,0.4588378667831421,0.7163708806037903,0.0585125684738159,0.0,0.1152521669864654,0.0781449675559997,0.0,0.0358791947364807,0.1279274821281433,0.2418094277381897,0.2718900740146637,0.0,0.6024752855300903,0.12611024081707,0.5149506330490112,0.2216900289058685,0.3779733180999756,0.1101849898695945
surprise,0.8219096660614014,0.703785240650177,0.1908437013626098,0.4690234959125519,0.8085207939147949,1.0,0.1734204590320587,0.2303871661424636,1.0,0.9292527437210084,0.2571962475776672,0.1703299432992935,0.2925471663475036,1.0,0.088049478828907,0.0959008708596229,0.9902425408363342,0.2378628998994827,0.0318296365439891,0.089686319231987
surprise,0.6112204194068909,0.7209787964820862,0.1837487071752548,0.492073655128479,0.1497974097728729,0.0,0.2684916853904724,0.2764099240303039,0.0,0.2080152928829193,0.4433153867721557,0.75751793384552,0.4836596250534057,1.0,0.5546013116836548,0.6101481914520264,0.1401407420635223,0.2531620860099792,0.2463700920343399,0.2788075804710388
angry,0.6212782859802246,0.39580923318862915,0.5295460224151611,0.4157741963863373,0.4162624478340149,1.0,0.31627100706100464,0.6404986381530762,0.0,0.18745271861553192,0.2751816511154175,0.14075827598571777,0.4054641127586365,1.0,0.5968272089958191,0.1356664001941681,0.9930989146232605,0.7696309089660645,0.09693349897861481,0.9369474649429321
angry,0.461588978767395,0.12331157177686691,0.8503132462501526,0.29524487257003784,0.14369089901447296,0.0,0.3347824215888977,0.0514928363263607,1.0,0.09964389353990555,0.46028316020965576,0.5670803189277649,0.4653020203113556,0.0,0.6186560392379761,0.5569697022438049,0.24726781249046326,0.25391218066215515,0.3387797474861145,0.8126563429832458
angry,0.4979020655155182,0.1567615419626236,0.5548883676528931,0.278896301984787,0.05307198315858841,0.0,0.24411486089229584,0.008284433744847775,1.0,0.03544224426150322,0.29727843403816223,0.45723167061805725,0.39507555961608887,0.0,0.41162171959877014,0.3635813295841217,0.14358927309513092,0.23808373510837555,0.41570979356765747,0.2693403959274292
angry,0.4897388815879822,0.18002089858055115,0.8061591982841492,0.303056001663208,0.18075914680957794,0.0,0.5456084609031677,0.7399936318397522,0.0,0.1261492371559143,0.6159442067146301,0.47097229957580566,0.3345750570297241,1.0,0.708795428276062,0.014237823896110058,0.9998799562454224,0.6479232311248779,0.07492921501398087,0.271400511264801
angry,0.6112204194068909,0.7209787964820862,0.18374870717525482,0.492073655128479,0.14979740977287292,0.0,0.2684916853904724,0.27640992403030396,0.0,0.2080152928829193,0.44331538677215576,0.75751793384552,0.48365962505340576,1.0,0.5546013116836548,0.6101481914520264,0.14014074206352234,0.25316208600997925,0.2463700920343399,0.2788075804710388
angry,0.6112204194068909,0.7209787964820862,0.18374870717525482,0.492073655128479,0.14979740977287292,0.0,0.2684916853904724,0.27640992403030396,0.0,0.2080152928829193,0.44331538677215576,0.75751793384552,0.48365962505340576,1.0,0.5546013116836548,0.6101481914520264,0.14014074206352234,0.25316208600997925,0.2463700920343399,0.2788075804710388
angry,0.3431414067745209,0.2247450053691864,0.2461196929216385,0.5793082118034363,0.049157850444316864,0.0,0.11951419711112976,0.08513656258583069,0.0,0.08445928990840912,0.20765313506126404,0.24850328266620636,0.5155099034309387,0.0,0.3786891996860504,0.43179750442504883,0.018534833565354347,0.06872877478599548,0.6311594843864441,0.052026525139808655
angry,0.3729111850261688,0.1692160665988922,0.6118600964546204,0.4462307393550873,0.07144806534051895,1.0,0.10910864919424057,0.3349672853946686,0.0,0.02258502133190632,0.23726651072502136,0.7025285363197327,0.45905932784080505,0.0,0.5701422691345215,0.22073017060756683,0.9832150340080261,0.514060378074646,0.1456715166568756,0.05728538706898689
angry,0.35982546210289,0.20080174505710602,0.40797126293182373,0.2857617437839508,0.6825321316719055,1.0,0.70771324634552,0.9816970229148865,1.0,0.5612886548042297,0.5760122537612915,0.4686177968978882,0.2721773684024811,1.0,0.6405692100524902,0.03776369243860245,0.9997994303703308,0.6044046878814697,0.07554478943347931,0.5744237303733826
angry,0.43902257084846497,0.2280225157737732,0.5614251494407654,0.7196754217147827,0.18528127670288086,0.0,0.20625311136245728,0.16133759915828705,1.0,0.14517398178577423,0.33233901858329773,0.24277430772781372,0.42669790983200073,0.0,0.6183268427848816,0.6402934789657593,0.5164580345153809,0.05338003858923912,0.41377875208854675,0.04763471707701683
angry,0.39606404304504395,0.11209489405155182,0.286868155002594,0.5778589248657227,0.04712005704641342,0.0,0.09491010755300522,0.002753809094429016,1.0,0.01738555170595646,0.41475266218185425,0.2955605089664459,0.3674335777759552,0.0,0.43464574217796326,0.43141621351242065,0.04788351431488991,0.1512010395526886,0.2503085136413574,0.039900217205286026
angry,0.3119436204433441,0.17452743649482727,0.5849663019180298,0.3613179624080658,0.1844908893108368,0.0,0.26293686032295227,0.3079032599925995,0.0,0.06840220093727112,0.379726767539978,0.387807697057724,0.420688271522522,1.0,0.7032291293144226,0.04437735676765442,0.9996978044509888,0.7028403282165527,0.05978776514530182,0.07568223774433136
angry,0.24693278968334198,0.14818218350410461,0.276619553565979,0.4949392080307007,0.0956864282488823,0.0,0.11857499927282333,0.20344020426273346,0.0,0.039399951696395874,0.5045650601387024,0.397720068693161,0.4170139729976654,0.0,0.8322628140449524,0.7289711833000183,0.040667932480573654,0.2998529374599457,0.49266713857650757,0.072920061647892
angry,0.2942284047603607,0.09889953583478928,0.7253924608230591,0.4331827461719513,0.2776907682418823,0.0,0.25655433535575867,0.9592104554176331,1.0,0.17437922954559326,0.7178623080253601,0.4561532437801361,0.3307664096355438,1.0,0.5121500492095947,0.026070205494761467,0.9979498982429504,0.7512120604515076,0.1043969988822937,0.03789050504565239
angry,0.6112204194068909,0.7209787964820862,0.18374870717525482,0.492073655128479,0.14979740977287292,0.0,0.2684916853904724,0.27640992403030396,0.0,0.2080152928829193,0.44331538677215576,0.75751793384552,0.48365962505340576,1.0,0.5546013116836548,0.6101481914520264,0.14014074206352234,0.25316208600997925,0.2463700920343399,0.2788075804710388
angry,0.6112204194068909,0.7209787964820862,0.18374870717525482,0.492073655128479,0.14979740977287292,0.0,0.2684916853904724,0.27640992403030396,0.0,0.2080152928829193,0.44331538677215576,0.75751793384552,0.48365962505340576,1.0,0.5546013116836548,0.6101481914520264,0.14014074206352234,0.25316208600997925,0.2463700920343399,0.2788075804710388
angry,0.1914578378200531,0.15136957168579102,0.7066942453384399,0.5987836718559265,0.11277852952480316,0.0,0.13205766677856445,0.08891738206148148,0.0,0.0738217905163765,0.6212567687034607,0.5578373074531555,0.3561290204524994,0.0,0.8109208345413208,0.5486506223678589,0.021327992901206017,0.11573711782693863,0.5162275433540344,0.08007459342479706
angry,0.4251396954059601,0.17907720804214478,0.3383309841156006,0.38906776905059814,0.08844102174043655,0.0,0.12875095009803772,0.041156936436891556,0.0,0.07490038126707077,0.3988342881202698,0.16560053825378418,0.3969515264034271,0.0,0.5097697377204895,0.43953394889831543,0.8661348819732666,0.3459295630455017,0.46140608191490173,0.05606742948293686
angry,0.44497424364089966,0.329532265663147,0.16376322507858276,0.3842400014400482,0.06894740462303162,0.0,0.13839562237262726,0.0007606797153130174,0.0,0.0122127216309309,0.10926938056945801,0.27009689807891846,0.48619431257247925,0.0,0.6032530665397644,0.2935599386692047,0.26039814949035645,0.07663597166538239,0.10016729682683945,0.035184845328330994
angry,0.6300808787345886,0.4045708477497101,0.48228973150253296,0.43483680486679077,0.24782143533229828,0.0,0.17269353568553925,0.0022564330138266087,1.0,0.2442227154970169,0.5468956828117371,0.4072694182395935,0.5239455103874207,0.0,0.6600515246391296,0.48391419649124146,0.4579063355922699,0.17713060975074768,0.2988167107105255,0.10633504390716553
angry,0.5992890000343323,0.2363097369670868,0.7991185784339905,0.27745744585990906,0.19009968638420105,0.0,0.6496843099594116,0.03278651088476181,0.0,0.03468973934650421,0.1746763437986374,0.25595638155937195,0.33783674240112305,1.0,0.23706237971782684,0.028876835480332375,0.9995469450950623,0.8282076716423035,0.08712035417556763,0.46036311984062195
angry,0.30454540252685547,0.1163623034954071,0.8363488912582397,0.2762284576892853,0.45814037322998047,1.0,0.8384160399436951,0.9885021448135376,1.0,0.19483447074890137,0.4093562364578247,0.5059682130813599,0.22161763906478882,1.0,0.5616019368171692,0.01111733540892601,0.9999442100524902,0.8999065160751343,0.04926111176609993,0.5869050621986389
angry,0.26280656456947327,0.0956919714808464,0.7560787796974182,0.2988807260990143,0.14727096259593964,0.0,0.45166879892349243,0.3077297508716583,1.0,0.09705948829650879,0.4896538555622101,0.28207895159721375,0.5634090304374695,0.0,0.7743806838989258,0.663616955280304,0.024133745580911636,0.15109612047672272,0.10341865569353104,0.15771318972110748
angry,0.3400712311267853,0.23286940157413483,0.4740324020385742,0.29954108595848083,0.04682483151555061,0.0,0.12800654768943787,0.06742393225431442,1.0,0.02488906867802143,0.4734809994697571,0.18013416230678558,0.32996025681495667,0.0,0.5713738203048706,0.7391918897628784,0.003637052606791258,0.1305597722530365,0.23217903077602386,0.037043340504169464
angry,0.31864720582962036,0.3475005626678467,0.5804293751716614,0.4034956395626068,0.27123236656188965,0.0,0.36838188767433167,0.06581470370292664,1.0,0.23036816716194153,0.44899481534957886,0.3543139398097992,0.5151889324188232,0.0,0.691950798034668,0.744143009185791,0.5427078604698181,0.22314681112766266,0.13792872428894043,0.77088463306427
angry,0.2753148674964905,0.22437775135040283,0.5663338303565979,0.5367289781570435,0.1419724076986313,1.0,0.11408793181180954,0.038818735629320145,1.0,0.07979204505681992,0.43233048915863037,0.1267581731081009,0.4984220266342163,1.0,0.5491153001785278,0.15334531664848328,0.9627752900123596,0.43988487124443054,0.43187305331230164,0.08603443950414658
